@relation 'metaData_small_allPerformanceValues-weka.filters.unsupervised.attribute.Remove-R1-48,94-104'

@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.450574,0.536,-0.099514,0.613719,0.404,0.184905,0.673318,0.316,0.358224,0.85296,0.2,0.601301,0.85296,0.2,0.601301,0.85296,0.2,0.601301,0.848852,0.168,0.660677,0.748402,0.268,0.472042,0.625456,0.36,0.254868,0.848852,0.168,0.660677,0.748402,0.268,0.472042,0.625456,0.36,0.254868,0.848852,0.168,0.660677,0.748402,0.268,0.472042,0.625456,0.36,0.254868,81.944444,60.555556,0,60,58.888889,56.944444,57.5,60,54.722222,52.5,57.222222,80.555556,77.5,79.444444,82.777778,56.944444,68.333333,84.444444,77.5,80,56.944444,73.333333
0.781609,0.2,0.578415,0.981938,0.04,0.918963,1,0,1,0.952381,0.04,0.916805,0.952381,0.04,0.916805,0.952381,0.04,0.916805,0.952381,0.04,0.916805,0.975369,0.04,0.916805,0.97619,0.02,0.958678,0.952381,0.04,0.916805,0.975369,0.04,0.916805,0.97619,0.02,0.958678,0.952381,0.04,0.916805,0.975369,0.04,0.916805,0.97619,0.02,0.958678,98.333333,93.333333,91.666667,96.666667,100,95,96.666667,98.333333,58.333333,90,86.666667,98.333333,100,100,100,58.333333,98.333333,100,98.333333,100,98.333333,100
0.825861,0.2,0.095023,0.880442,0.14,0.457785,0.568551,0.22,0.004525,0.483756,0.19,0,0.483756,0.19,0,0.483756,0.19,0,0.483756,0.19,0,0.625731,0.22,0.186992,0.718973,0.22,0.255247,0.483756,0.19,0,0.625731,0.22,0.186992,0.718973,0.22,0.255247,0.483756,0.19,0,0.625731,0.22,0.186992,0.718973,0.22,0.255247,87.407407,90.37037,0,82.222222,82.222222,83.703704,85.925926,88.888889,85.925926,88.888889,86.666667,80.740741,77.037037,83.703704,85.185185,85.185185,79.259259,85.185185,88.888889,86.666667,80.740741,85.185185
0.508929,0.49,0.017642,0.461445,0.55,-0.107977,0.666802,0.33,0.294269,0.621753,0.33,0.315353,0.621753,0.33,0.315353,0.621753,0.33,0.315353,0.614042,0.36,0.28,0.631088,0.39,0.240062,0.471591,0.54,-0.054687,0.614042,0.36,0.28,0.631088,0.39,0.240062,0.471591,0.54,-0.054687,0.614042,0.36,0.28,0.631088,0.39,0.240062,0.471591,0.54,-0.054687,63.703704,57.037037,0,57.777778,54.814815,59.259259,53.333333,61.481481,46.666667,57.777778,50.37037,63.703704,66.666667,79.259259,62.222222,55.555556,63.703704,65.925926,58.518519,65.925926,52.592593,64.444444
0.557231,0.436,0.115087,0.732769,0.324,0.345465,0.764712,0.232,0.530227,0.848912,0.188,0.615435,0.848912,0.188,0.615435,0.848912,0.188,0.615435,0.808055,0.196,0.601574,0.812383,0.2,0.59185,0.656999,0.336,0.316451,0.808055,0.196,0.601574,0.812383,0.2,0.59185,0.656999,0.336,0.316451,0.808055,0.196,0.601574,0.812383,0.2,0.59185,0.656999,0.336,0.316451,79.722222,68.333333,0,67.777778,64.444444,65.833333,68.333333,76.111111,63.333333,56.944444,60.833333,81.666667,83.611111,78.888889,78.333333,55.555556,80.555556,83.611111,85,81.666667,68.888889,81.388889
0.616218,0.38,0.233562,0.705339,0.33,0.338412,0.712164,0.25,0.496374,0.654356,0.4,0.173212,0.654356,0.4,0.173212,0.654356,0.4,0.173212,0.793858,0.2,0.595633,0.729225,0.25,0.501197,0.720193,0.28,0.439327,0.793858,0.2,0.595633,0.729225,0.25,0.501197,0.720193,0.28,0.439327,0.793858,0.2,0.595633,0.729225,0.25,0.501197,0.720193,0.28,0.439327,68.888889,67.407407,0,60.740741,74.814815,58.518519,60.740741,66.666667,62.962963,62.962963,60.740741,74.814815,77.777778,73.333333,71.851852,51.851852,75.555556,80,78.518519,81.481481,74.074074,78.518519
0.538534,0.43,0.078708,0.666001,0.334,0.287032,0.720915,0.268,0.453614,0.787443,0.18,0.608178,0.787443,0.18,0.608178,0.787443,0.18,0.608178,0.802078,0.176,0.623262,0.790397,0.232,0.521104,0.68176,0.29,0.374029,0.802078,0.176,0.623262,0.790397,0.232,0.521104,0.68176,0.29,0.374029,0.802078,0.176,0.623262,0.790397,0.232,0.521104,0.68176,0.29,0.374029,83.537415,67.891156,0,63.129252,77.142857,61.496599,61.496599,62.176871,61.22449,58.911565,68.29932,84.62585,84.761905,77.55102,82.993197,61.22449,76.326531,84.217687,86.394558,85.85034,71.972789,84.761905
0.943662,0.056338,0.887324,0.95585,0.193662,0.612676,1,0,1,0.996479,0.003521,0.992958,0.996479,0.003521,0.992958,0.996479,0.003521,0.992958,0.996479,0.003521,0.992958,0.998239,0.003521,0.992958,0.975352,0.024648,0.950704,0.996479,0.003521,0.992958,0.998239,0.003521,0.992958,0.975352,0.024648,0.950704,0.996479,0.003521,0.992958,0.998239,0.003521,0.992958,0.975352,0.024648,0.950704,99.02439,77.317073,68.780488,98.292683,98.780488,97.560976,96.341463,99.268293,61.463415,94.390244,92.439024,99.268293,99.756098,99.268293,99.512195,50,99.268293,99.512195,99.268293,99.268293,97.804878,98.780488
0.814794,0.183333,0.631696,0.839822,0.25,0.494382,0.685206,0.35,0.295302,0.711902,0.3,0.399333,0.711902,0.3,0.399333,0.711902,0.3,0.399333,0.715239,0.333333,0.328108,0.512236,0.466667,0.050847,0.651279,0.35,0.301552,0.715239,0.333333,0.328108,0.512236,0.466667,0.050847,0.651279,0.35,0.301552,0.715239,0.333333,0.328108,0.512236,0.466667,0.050847,0.651279,0.35,0.301552,64,74.666667,70.666667,72,76,74.666667,73.333333,76,52,68,65.333333,65.333333,65.333333,64,73.333333,53.333333,65.333333,68,76,68,65.333333,60
0.783965,0.216,0.567965,0.927935,0.162,0.676021,0.731588,0.266,0.468323,0.842397,0.19,0.619915,0.842397,0.19,0.619915,0.842397,0.19,0.619915,0.857022,0.17,0.659946,0.794605,0.246,0.508142,0.799773,0.2,0.599814,0.857022,0.17,0.659946,0.794605,0.246,0.508142,0.799773,0.2,0.599814,0.857022,0.17,0.659946,0.794605,0.246,0.508142,0.799773,0.2,0.599814,76.190476,82.176871,0,82.721088,82.721088,82.721088,82.721088,81.904762,81.768707,80.272109,82.040816,75.238095,81.22449,66.530612,79.863946,50.340136,72.108844,79.591837,81.632653,86.938776,80.816327,80.952381
0.985693,0.015267,0.967118,0.998243,0.030534,0.933654,0.989583,0.007634,0.983487,0.993976,0.007634,0.983631,0.993976,0.007634,0.983631,0.993976,0.007634,0.983631,0.993976,0.007634,0.983631,1,0,1,1,0,1,0.993976,0.007634,0.983631,1,0,1,1,0,1,0.993976,0.007634,0.983631,1,0,1,1,0,1,97.777778,95,76.666667,99.444444,99.444444,99.444444,95.555556,99.444444,36.111111,96.666667,97.222222,98.333333,97.222222,100,98.888889,63.888889,98.333333,98.888889,99.444444,100,99.444444,99.444444
0.561761,0.438,0.123579,0.59753,0.436,0.126868,0.574665,0.446,0.105395,0.510056,0.492,0.01507,0.510056,0.492,0.01507,0.510056,0.492,0.01507,0.626778,0.394,0.211622,0.625162,0.406,0.187558,0.565873,0.434,0.131778,0.626778,0.394,0.211622,0.625162,0.406,0.187558,0.565873,0.434,0.131778,0.626778,0.394,0.211622,0.625162,0.406,0.187558,0.565873,0.434,0.131778,54.693878,56.054422,0,57.414966,59.591837,56.326531,55.646259,57.55102,53.061224,58.231293,55.510204,54.557823,62.040816,56.190476,59.047619,50.340136,54.285714,59.047619,60.408163,66.938776,60.952381,59.047619
0.488579,0.52459,-0.048335,0.711746,0.327869,0.338395,0.581358,0.442623,0.111171,0.568966,0.393443,0.190265,0.568966,0.393443,0.190265,0.568966,0.393443,0.190265,0.568966,0.393443,0.190265,0.519935,0.459016,0.03937,0.508082,0.491803,0.014009,0.568966,0.393443,0.190265,0.519935,0.459016,0.03937,0.508082,0.491803,0.014009,0.568966,0.393443,0.190265,0.519935,0.459016,0.03937,0.508082,0.491803,0.014009,69.333333,65.333333,0,68,70.666667,64,64,70.666667,52,57.333333,62.666667,65.333333,57.333333,60,56,53.333333,58.666667,56,70.666667,62.666667,60,60
0.611968,0.388,0.223851,0.862849,0.212,0.575919,0.714363,0.286,0.431872,0.766353,0.244,0.512468,0.766353,0.244,0.512468,0.766353,0.244,0.512468,0.730437,0.282,0.436811,0.740475,0.282,0.438319,0.647797,0.352,0.295594,0.730437,0.282,0.436811,0.740475,0.282,0.438319,0.647797,0.352,0.295594,0.730437,0.282,0.436811,0.740475,0.282,0.438319,0.647797,0.352,0.295594,78.77551,80.136054,0,79.455782,76.870748,78.503401,78.503401,82.993197,74.557823,60.136054,60.816327,77.687075,74.829932,69.659864,74.693878,51.020408,69.931973,72.789116,82.993197,83.129252,65.034014,77.142857
0.63,0.37,0.26,0.7152,0.38,0.24,0.6902,0.31,0.38,0.6902,0.31,0.38,0.6902,0.31,0.38,0.6902,0.31,0.38,0.7048,0.3,0.4,0.6894,0.37,0.26,0.64,0.36,0.28,0.7048,0.3,0.4,0.6894,0.37,0.26,0.64,0.36,0.28,0.7048,0.3,0.4,0.6894,0.37,0.26,0.64,0.36,0.28,64.285714,69.285714,0,68.571429,70.714286,70.714286,75,73.571429,80,60,63.571429,63.571429,64.285714,50,74.285714,50,63.571429,67.857143,73.571429,68.571429,59.285714,63.571429
0.455592,0.435185,-0.093023,0.436678,0.453704,-0.07824,0.601563,0.231481,0.282678,0.560444,0.277778,0.10793,0.560444,0.277778,0.10793,0.560444,0.277778,0.10793,0.564145,0.314815,0.078313,0.720395,0.222222,0.349398,0.512336,0.444444,0.022624,0.564145,0.314815,0.078313,0.720395,0.222222,0.349398,0.512336,0.444444,0.022624,0.564145,0.314815,0.078313,0.720395,0.222222,0.349398,0.512336,0.444444,0.022624,80,62.758621,0,68.275862,59.310345,72.413793,72.413793,68.965517,72.413793,53.793103,55.862069,80,82.068966,84.137931,88.965517,72.413793,77.931034,88.275862,75.862069,71.034483,70.344828,82.758621
0.680312,0.27957,0.385671,0.871345,0.182796,0.616727,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.796053,0.182796,0.631726,0.806287,0.193548,0.600287,0.872076,0.150538,0.701102,0.796053,0.182796,0.631726,0.806287,0.193548,0.600287,0.872076,0.150538,0.701102,0.796053,0.182796,0.631726,0.806287,0.193548,0.600287,81.6,80,0,79.2,80.8,80,79.2,80.8,64.8,72.8,69.6,84,83.2,84,78.4,64,84,82.4,80.8,83.2,79.2,82.4
0.879808,0.12,0.759615,0.958333,0.1,0.8,0.900641,0.1,0.8,0.88141,0.12,0.760383,0.88141,0.12,0.760383,0.88141,0.12,0.760383,0.88141,0.12,0.760383,0.5,0.48,0,0.846154,0.26,0.469821,0.88141,0.12,0.760383,0.5,0.48,0,0.846154,0.26,0.469821,0.88141,0.12,0.760383,0.5,0.48,0,0.846154,0.26,0.469821,95,98.333333,0,93.333333,98.333333,98.333333,98.333333,98.333333,50,90,95,95,95,50,96.666667,50,96.666667,96.666667,98.333333,98.333333,61.666667,50
0.690909,0.328767,0.336364,0.485606,0.493151,-0.022568,0.539015,0.479452,-0.013487,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.596212,0.438356,0.086072,0.61553,0.383562,0.229842,0.564773,0.410959,0.103928,0.596212,0.438356,0.086072,0.61553,0.383562,0.229842,0.564773,0.410959,0.103928,0.596212,0.438356,0.086072,0.61553,0.383562,0.229842,58.947368,62.105263,63.157895,63.157895,66.315789,65.263158,58.947368,58.947368,55.789474,51.578947,56.842105,58.947368,62.105263,54.736842,58.947368,57.894737,65.263158,58.947368,61.052632,68.421053,60,69.473684
0.939394,0.060606,0.878788,0.950184,0.060606,0.878788,0.876492,0.151515,0.69697,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,0.953627,0.045455,0.909091,0.863636,0.136364,0.727273,0.905877,0.121212,0.757576,0.953627,0.045455,0.909091,0.863636,0.136364,0.727273,0.905877,0.121212,0.757576,0.953627,0.045455,0.909091,0.863636,0.136364,0.727273,95,95,0,95,96.25,93.75,96.25,91.25,91.25,96.25,92.5,93.75,95,93.75,93.75,50,93.75,93.75,91.25,95,95,92.5
0.798889,0.234234,0.52171,0.895098,0.103604,0.777865,0.846761,0.121622,0.737128,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.842224,0.130631,0.719916,0.782988,0.225225,0.538346,0.856513,0.108108,0.764914,0.842224,0.130631,0.719916,0.782988,0.225225,0.538346,0.856513,0.108108,0.764914,0.842224,0.130631,0.719916,0.782988,0.225225,0.538346,89.0625,89.0625,65.625,90,90.3125,90.3125,90,90,64.0625,78.4375,89.0625,89.0625,90,90,88.75,60.9375,89.0625,89.375,90,79.6875,77.8125,88.75
0.578084,0.418,0.155487,0.681185,0.346,0.294799,0.693182,0.28,0.430709,0.855495,0.15,0.694576,0.855495,0.15,0.694576,0.855495,0.15,0.694576,0.861907,0.154,0.685509,0.815925,0.202,0.59149,0.647403,0.348,0.294518,0.861907,0.154,0.685509,0.815925,0.202,0.59149,0.647403,0.348,0.294518,0.861907,0.154,0.685509,0.815925,0.202,0.59149,0.647403,0.348,0.294518,82.027027,65,0,63.378378,76.486486,64.189189,62.162162,64.864865,61.621622,59.054054,68.243243,80.135135,81.891892,77.837838,80.540541,56.081081,70.27027,83.378378,86.486486,86.216216,70.540541,83.378378
0.582418,0.407407,0.168067,0.806319,0.203704,0.591472,0.629808,0.425926,0.166443,0.717033,0.259259,0.477901,0.717033,0.259259,0.477901,0.717033,0.259259,0.477901,0.732143,0.296296,0.401662,0.683379,0.314815,0.377205,0.668269,0.333333,0.339674,0.732143,0.296296,0.401662,0.683379,0.314815,0.377205,0.668269,0.333333,0.339674,0.732143,0.296296,0.401662,0.683379,0.314815,0.377205,0.668269,0.333333,0.339674,73.846154,83.076923,0,73.846154,73.846154,78.461538,76.923077,76.923077,66.153846,64.615385,72.307692,72.307692,67.692308,61.538462,72.307692,53.846154,66.153846,73.846154,76.923077,75.384615,76.923077,70.769231
0.728438,0.23913,0.436526,0.912879,0.141304,0.647406,0.792249,0.184783,0.587553,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.792249,0.184783,0.587553,0.788753,0.206522,0.507883,0.799242,0.206522,0.48467,0.792249,0.184783,0.587553,0.788753,0.206522,0.507883,0.799242,0.206522,0.48467,0.792249,0.184783,0.587553,0.788753,0.206522,0.507883,88.333333,89.166667,0,90,86.666667,90,89.166667,85,77.5,80.833333,80,83.333333,80.833333,81.666667,85,75,82.5,82.5,84.166667,89.166667,83.333333,83.333333
0.483237,0.5075,-0.033079,0.46547,0.445,-0.001266,0.438233,0.5025,-0.10137,0.497421,0.4125,0,0.497421,0.4125,0,0.497421,0.4125,0,0.497421,0.4125,0,0.476995,0.4525,-0.037547,0.487234,0.4975,-0.025509,0.497421,0.4125,0,0.476995,0.4525,-0.037547,0.487234,0.4975,-0.025509,0.497421,0.4125,0,0.476995,0.4525,-0.037547,0.487234,0.4975,-0.025509,58.974359,57.435897,52.307692,58.632479,56.752137,59.145299,58.974359,58.461538,57.948718,49.059829,51.111111,58.974359,54.358974,54.529915,58.974359,58.974359,57.948718,58.974359,58.461538,48.717949,55.726496,57.777778
0.581754,0.435374,0.124511,0.725938,0.326531,0.352066,0.699275,0.292517,0.420995,0.654868,0.37415,0.249513,0.654868,0.37415,0.249513,0.654868,0.37415,0.249513,0.65877,0.333333,0.334719,0.702899,0.285714,0.434926,0.60786,0.387755,0.216989,0.65877,0.333333,0.334719,0.702899,0.285714,0.434926,0.60786,0.387755,0.216989,0.65877,0.333333,0.334719,0.702899,0.285714,0.434926,0.60786,0.387755,0.216989,64.390244,67.317073,0,63.414634,60.487805,62.926829,61.95122,63.414634,72.195122,58.536585,58.04878,61.95122,71.707317,67.804878,60.487805,53.658537,64.878049,60.97561,63.414634,62.439024,55.121951,66.829268
0.620239,0.376,0.239375,0.741081,0.224,0.548931,0.768052,0.228,0.542963,0.887925,0.139,0.715402,0.887925,0.139,0.715402,0.887925,0.139,0.715402,0.854372,0.133,0.728945,0.896474,0.125,0.743802,0.755856,0.238,0.514081,0.854372,0.133,0.728945,0.896474,0.125,0.743802,0.755856,0.238,0.514081,0.854372,0.133,0.728945,0.896474,0.125,0.743802,0.755856,0.238,0.514081,85.050505,77.575758,0,65.319865,85.454545,68.080808,71.043771,76.094276,65.858586,58.922559,68.417508,85.117845,85.791246,77.373737,84.713805,56.228956,75.892256,85.589226,87.609428,87.205387,76.363636,87.138047
0.634914,0.365,0.269796,0.906787,0.177,0.645646,0.675212,0.335,0.333386,0.837483,0.184,0.631971,0.837483,0.184,0.631971,0.837483,0.184,0.631971,0.806569,0.211,0.577814,0.835776,0.207,0.58605,0.659744,0.34,0.319565,0.806569,0.211,0.577814,0.835776,0.207,0.58605,0.659744,0.34,0.319565,0.806569,0.211,0.577814,0.835776,0.207,0.58605,0.659744,0.34,0.319565,79.865772,83.959732,0,81.946309,80.067114,82.147651,82.61745,82.818792,80.872483,65.167785,64.026846,79.463087,78.52349,65.90604,79.463087,51.006711,65.973154,78.724832,83.959732,82.885906,64.362416,79.328859
0.609568,0.358974,0.228814,0.676519,0.25641,0.336735,0.731481,0.179487,0.547264,0.75463,0.153846,0.621359,0.75463,0.153846,0.621359,0.75463,0.153846,0.621359,0.75463,0.153846,0.621359,0.490741,0.307692,0,0.490741,0.307692,0,0.75463,0.153846,0.621359,0.490741,0.307692,0,0.490741,0.307692,0,0.75463,0.153846,0.621359,0.490741,0.307692,0,0.490741,0.307692,0,84.444444,82.222222,0,86.666667,73.333333,73.333333,73.333333,75.555556,37.777778,86.666667,86.666667,82.222222,84.444444,77.777778,82.222222,77.777778,82.222222,82.222222,80,84.444444,80,77.777778
0.480376,0.5175,-0.039365,0.435559,0.54,-0.081325,0.475695,0.5325,-0.033178,0.497497,0.4825,0,0.497497,0.4825,0,0.497497,0.4825,0,0.497497,0.4825,0,0.532164,0.48,0.045512,0.495745,0.5025,-0.00853,0.497497,0.4825,0,0.532164,0.48,0.045512,0.495745,0.5025,-0.00853,0.497497,0.4825,0,0.532164,0.48,0.045512,0.495745,0.5025,-0.00853,52.136752,48.547009,52.136752,48.205128,45.470085,47.521368,51.965812,52.136752,52.307692,51.452991,50.769231,52.136752,48.547009,48.205128,52.136752,52.136752,54.358974,52.136752,52.136752,50.25641,48.376068,49.74359
0.529276,0.47,0.058588,0.514313,0.465,0.06127,0.474102,0.515,-0.034656,0.5,0.485,0,0.5,0.485,0,0.5,0.485,0,0.5,0.485,0,0.516665,0.4775,0.029126,0.533805,0.4675,0.067378,0.5,0.485,0,0.516665,0.4775,0.029126,0.533805,0.4675,0.067378,0.5,0.485,0,0.516665,0.4775,0.029126,0.533805,0.4675,0.067378,51.282051,47.350427,51.965812,46.495726,50.598291,47.350427,48.717949,50.42735,52.820513,46.837607,45.641026,51.282051,45.641026,51.623932,51.282051,51.282051,48.034188,51.282051,50.42735,44.957265,46.495726,46.153846
0.508413,0.49,0.016854,0.49687,0.5,-0.007252,0.504332,0.4775,0.009542,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.477264,0.52,-0.040416,0.495393,0.5025,-0.009239,0.5,0.48,0,0.477264,0.52,-0.040416,0.495393,0.5025,-0.009239,0.5,0.48,0,0.477264,0.52,-0.040416,0.495393,0.5025,-0.009239,52.136752,50.769231,52.136752,52.136752,47.179487,50.42735,51.623932,50.598291,52.136752,50.598291,50.598291,52.136752,51.452991,45.641026,52.136752,52.136752,50.769231,52.136752,50.598291,47.350427,48.888889,49.74359
0.552737,0.4475,0.105403,0.462729,0.54,-0.079919,0.483659,0.5,0.008846,0.497499,0.4925,0,0.497499,0.4925,0,0.497499,0.4925,0,0.496712,0.4925,0.003188,0.535733,0.4675,0.067657,0.497875,0.5025,-0.004247,0.496712,0.4925,0.003188,0.535733,0.4675,0.067657,0.497875,0.5025,-0.004247,0.496712,0.4925,0.003188,0.535733,0.4675,0.067657,0.497875,0.5025,-0.004247,50.42735,47.863248,50.598291,50.08547,49.230769,49.401709,48.888889,49.74359,49.57265,49.57265,49.57265,50.42735,52.991453,47.692308,51.794872,50.42735,51.623932,51.794872,51.282051,50.08547,52.307692,51.111111
0.669822,0.324,0.340176,0.746873,0.305,0.37545,0.73815,0.269,0.45937,0.877233,0.142,0.70915,0.877233,0.142,0.70915,0.877233,0.142,0.70915,0.859093,0.139,0.715369,0.893918,0.156,0.683462,0.8157,0.18,0.633048,0.859093,0.139,0.715369,0.893918,0.156,0.683462,0.8157,0.18,0.633048,0.859093,0.139,0.715369,0.893918,0.156,0.683462,0.8157,0.18,0.633048,86.666667,68.956229,0,66.531987,92.188552,66.936027,67.407407,67.609428,66.531987,70.03367,77.104377,86.531987,87.542088,75.959596,85.185185,56.565657,72.727273,88.148148,89.494949,90.707071,85.252525,86.127946
0.797078,0.2,0.594156,0.753247,0.196,0.608751,0.766883,0.228,0.547475,0.822273,0.16,0.674691,0.822273,0.16,0.674691,0.822273,0.16,0.674691,0.823669,0.156,0.684976,0.869318,0.168,0.655738,0.852273,0.148,0.701131,0.823669,0.156,0.684976,0.869318,0.168,0.655738,0.852273,0.148,0.701131,0.823669,0.156,0.684976,0.869318,0.168,0.655738,0.852273,0.148,0.701131,81.09589,80.821918,0,69.041096,88.767123,74.520548,77.808219,75.890411,69.589041,78.356164,84.931507,77.534247,87.123288,78.082192,77.808219,56.164384,75.068493,81.643836,81.917808,88.767123,82.465753,81.643836
0.879413,0.115,0.762251,0.76926,0.18,0.634348,0.788774,0.206,0.584932,0.885762,0.113,0.766224,0.885762,0.113,0.766224,0.885762,0.113,0.766224,0.889942,0.108,0.775867,0.898857,0.127,0.736711,0.893836,0.103,0.787944,0.889942,0.108,0.775867,0.898857,0.127,0.736711,0.893836,0.103,0.787944,0.889942,0.108,0.775867,0.898857,0.127,0.736711,0.893836,0.103,0.787944,89.158249,84.242424,0,72.794613,95.488215,78.249158,79.6633,80.538721,75.959596,89.62963,91.313131,89.427609,90.909091,81.548822,89.494949,58.585859,81.683502,90.841751,92.255892,94.612795,89.56229,89.158249
0.740681,0.257,0.477132,0.743826,0.205,0.576306,0.780608,0.218,0.553425,0.899405,0.131,0.729428,0.899405,0.131,0.729428,0.899405,0.131,0.729428,0.863251,0.125,0.74165,0.873235,0.122,0.746425,0.811043,0.183,0.623519,0.863251,0.125,0.74165,0.873235,0.122,0.746425,0.811043,0.183,0.623519,0.863251,0.125,0.74165,0.873235,0.122,0.746425,0.811043,0.183,0.623519,84.09396,79.865772,0,71.946309,90.604027,75.302013,77.583893,75.771812,70.738255,74.832215,76.778523,85.503356,87.248322,75.771812,84.832215,58.053691,77.516779,87.986577,89.66443,91.744966,84.161074,86.979866
0.535281,0.444444,0.089069,0.530654,0.501587,0.01387,0.513117,0.431746,-0.014253,0.506713,0.428571,0.012677,0.506713,0.428571,0.012677,0.506713,0.428571,0.012677,0.553458,0.438095,0.091042,0.588449,0.419048,0.057143,0.517021,0.466667,0.032753,0.553458,0.438095,0.091042,0.588449,0.419048,0.057143,0.517021,0.466667,0.032753,0.553458,0.438095,0.091042,0.588449,0.419048,0.057143,0.517021,0.466667,0.032753,58.461538,46.813187,0,60.43956,52.967033,58.681319,57.802198,58.901099,58.461538,53.626374,52.527473,56.703297,58.901099,55.604396,52.307692,58.241758,58.241758,52.527473,58.901099,57.362637,50.769231,55.824176
0.728896,0.26,0.46458,0.709416,0.37,0.254633,0.644075,0.36,0.286846,0.806818,0.21,0.581006,0.806818,0.21,0.581006,0.806818,0.21,0.581006,0.666599,0.31,0.363188,0.73336,0.31,0.384432,0.715097,0.27,0.439834,0.666599,0.31,0.363188,0.73336,0.31,0.384432,0.715097,0.27,0.439834,0.666599,0.31,0.363188,0.73336,0.31,0.384432,0.715097,0.27,0.439834,66.666667,73.333333,0,68.888889,85.185185,68.888889,68.148148,66.666667,65.185185,78.518519,77.777778,64.444444,73.333333,73.333333,75.555556,55.555556,57.777778,77.777778,72.592593,80.740741,80.740741,74.814815
