@relation MetaDataOpenML

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNoiseToSignalRatio numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.GaussianProcesses numeric
@attribute weka.classifiers.functions.LinearRegression numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLinearRegression numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.M5Rules numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.M5P numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.970971,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.024,?,?,?,?,?,?,?,?,?,?,0.08,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.006,6,?,?,?,1,30,24,1000,0,0,20,4,0.041667,0,0,0.833333,0.166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.846154,94,0,0,0,98.615385,100,0,100,0,100,0,100,43.692308,97.615385,98.615385,0,4.615385,100,8.846154,17.692308,100,100,0,100,47.923077,8.846154
0.995498,104917340000,191455000,348100,0.936032,0.1335,0.851667,0.936032,0.1335,0.851667,0.936032,0.1335,0.851667,3.321928,0.720747,0.8065,0.103889,0.1,0.1085,?,0.92771,0.1375,0.847222,0.92771,0.1375,0.847222,0.92771,0.1375,0.847222,10,200,?,10,590,446.006637,13207.129353,?,-1,21.16622,7947.066342,-1,10,214.722222,15.861199,147.653655,?,?,-1,1.025058,39.537897,?,10,15,-1.816523,-23.499115,?,-1,-21.16622,0,0.1,200,0.991907,0.0765,0.915,0,10,217,2000,0,0,216,1,0,0,0,99.539171,0.460829,?,-0.054238,9.054,?,-0.196745,4.448096,?,2.125606,30.405797,?,0.454272,10.650001,?,10.269612,69.869565,?,2.279779,26.656455,0.948628,0.1575,0.825,0.948628,0.1575,0.825,0.948628,0.1575,0.825,0.892778,0.193,0.785556,0.892778,0.193,0.785556,0.892778,0.193,0.785556,0,191.563182,-1,0.975326,0.044,0.951111,92.338983,91.79661,84.745763,0,0,97.423729,97.322034,0,97.559322,0,96.983051,0,95.186441,15.898305,67.016949,85.491525,0,38.40678,88.610169,10,19.864407,87.830508,96.983051,0,96.033898,84.101695,84.338983
0.568421,?,?,?,0.580685,0.276224,0.128788,0.580685,0.276224,0.128788,0.580685,0.276224,0.128788,0.877845,0.620369,0.297203,0.25571,?,0.034965,26.010972,0.580626,0.297203,0.210868,0.580626,0.297203,0.210868,0.580626,0.297203,0.210868,0.702797,201,3.024361,?,?,?,?,0.07701,11,?,?,1.511903,?,?,?,?,0.033749,43.798444,4.3,?,?,0.767003,?,?,?,?,0.002002,2,?,?,0.297203,85,0.694966,0.276224,0.282776,4,2,10,286,9,9,0,10,0.4,0.031469,0.003147,0,1,0.89422,?,?,0.005492,?,?,1.318678,?,?,0.025819,?,?,2.017461,?,?,0.063083,?,?,0.48446,0.325175,-0.01651,0.48446,0.325175,-0.01651,0.48446,0.325175,-0.01651,0.543108,0.363636,0.072876,0.543108,0.363636,0.072876,0.543108,0.363636,0.072876,?,?,2.983287,0.593327,0.300699,0.186263,72.048193,72.048193,0,0,0,67.710843,66.26506,68.915663,68.915663,0,71.566265,73.493976,74.698795,73.975904,71.084337,71.084337,0,67.710843,69.39759,71.084337,68.433735,71.325301,71.566265,0,70.60241,65.301205,69.156627
0.995498,?,?,?,0.87943,0.254,0.717778,0.87943,0.254,0.717778,0.87943,0.254,0.717778,3.321928,0.72435,0.8045,0.106111,?,0.0385,?,0.859422,0.282,0.686667,0.859422,0.282,0.686667,0.859422,0.282,0.686667,0.1,200,?,?,?,1.994923,0.377311,?,10,1.029986,0.176231,-1,?,?,0.119006,0.132032,?,?,10,0.544701,0.067108,?,?,?,-1.125279,0.071692,?,10,-0.120625,0.037555,0.1,200,0.962638,0.2465,0.726111,0,10,77,2000,0,0,76,1,0,0,0,0.987013,0.012987,?,-0.178901,0.086326,?,0.408991,0.042704,?,0.063023,0.1065,?,0.554228,0.052759,?,0.438104,0.155768,?,0.710785,0.086335,0.926123,0.2845,0.683889,0.926123,0.2845,0.683889,0.926123,0.2845,0.683889,0.801667,0.357,0.603333,0.801667,0.357,0.603333,0.801667,0.357,0.603333,?,?,0,0.882509,0.2115,0.765,77.423729,77.050847,74.813559,0,0,70.644068,82.949153,0,84.644068,0,82.542373,0,80.271186,75.525424,64.169492,71.898305,0,39.186441,74.881356,10,19.59322,74.40678,82.40678,0,84.135593,63.423729,73.898305
0.631805,?,?,?,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.929318,0.924908,0.088698,0.810753,?,0.014306,?,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.655222,458,?,?,?,12.657878,4.41774,?,2,3.560658,3.643857,-1,?,?,1.684115,3.135704,?,?,2,1.477489,2.751081,?,?,?,-0.798844,1.589413,?,2,0.592859,1.715078,0.344778,241,0.988308,0.040057,0.912545,1,2,10,699,16,16,9,1,0.1,0.02289,0.002289,0.9,0.1,?,-0.308352,2.83691,?,1.044992,2.326332,?,0.184621,3.207439,?,1.233137,2.855379,?,1.578507,3.491212,?,1.61832,3.052547,0.95278,0.055794,0.875655,0.95278,0.055794,0.875655,0.95278,0.055794,0.875655,0.95169,0.044349,0.901745,0.95169,0.044349,0.901745,0.95169,0.044349,0.901745,?,?,0,0.975222,0.042918,0.904445,97.198068,96.328502,0,0,0,96.521739,95.845411,96.908213,96.811594,0,96.618357,89.371981,96.038647,95.555556,95.555556,95.169082,0,91.690821,95.072464,65.700483,91.690821,94.299517,96.618357,0,96.521739,94.202899,93.429952
0.995498,15808862273296,7928215784,3976036,0.893353,0.2105,0.766111,0.893353,0.2105,0.766111,0.893353,0.2105,0.766111,3.321928,0.693667,0.8045,0.106111,0.1,0.0325,?,0.889649,0.21,0.766667,0.889649,0.21,0.766667,0.889649,0.21,0.766667,10,200,?,10,1994,446.006637,13207.129353,?,-1,21.16622,7947.066342,-1,10,1993.953125,13.222761,122.925343,?,?,-1,0.914255,33.092495,?,10,1993,-1.816523,-23.499115,?,-1,-21.16622,0,0.1,200,0.995631,0.068,0.924444,0,10,65,2000,0,0,64,1,0,0,0,98.461538,1.538462,?,-0.111292,0.541538,?,-0.111907,2.149896,?,0.708965,22.474159,?,0.416512,8.969189,?,7.973429,69.869565,?,2.247096,19.512309,0.922777,0.2055,0.771667,0.922777,0.2055,0.771667,0.922777,0.2055,0.771667,0.83,0.306,0.66,0.83,0.306,0.66,0.83,0.306,0.66,0,0.213042,-1,0.972275,0.05,0.944444,91.322034,92.949153,0,0,0,92.644068,95.59322,0,95.898305,0,95.118644,0,96.271186,93.423729,62.813559,80.135593,0,31.389831,83.79661,10,19.59322,81.389831,95.084746,0,95.050847,68.644068,77.457627
0.995498,?,?,?,0.911341,0.2955,0.671667,0.911341,0.2955,0.671667,0.911341,0.2955,0.671667,3.321928,0.76125,0.8015,0.109444,?,0.0035,?,0.911341,0.2955,0.671667,0.911341,0.2955,0.671667,0.911341,0.2955,0.671667,0.1,200,?,?,?,0.079494,6155.200435,?,10,1.008483,3757.634467,-1,?,?,-0.536237,1052.699732,?,?,10,0.531567,630.907083,?,?,?,-1.038356,0.4925,?,10,-0.062837,0.291316,0.1,200,0.951213,0.2995,0.667222,0,10,7,2000,0,0,6,1,0,0,0,0.857143,0.142857,?,-0.869249,0.65825,?,0.214771,0.571545,?,-0.635264,1.686534,?,0.624533,0.920872,?,-0.111491,1656.114273,?,0.767658,958.166127,0.944248,0.2935,0.673889,0.944248,0.2935,0.673889,0.944248,0.2935,0.673889,0.816728,0.3345,0.628333,0.816728,0.3345,0.628333,0.816728,0.3345,0.628333,?,?,0,0.822781,0.3295,0.633889,69.084746,70.101695,67.152542,0,0,72.949153,74.440678,0,71.016949,0,73.661017,0,65.864407,69.389831,68.101695,70.610169,0,46.881356,71.355932,10,19.864407,71.491525,73.661017,0,70.271186,65.389831,71.389831
0.995498,3430,490,70,0.893742,0.2375,0.736111,0.893742,0.2375,0.736111,0.893742,0.2375,0.736111,3.321928,0.722093,0.8065,0.103889,0.1,0.1205,9.545034,0.890383,0.247,0.725556,0.890383,0.247,0.725556,0.890383,0.247,0.725556,10,200,2.485861,10,?,0,0,0.697254,7,0,0,1.78397,6.879668,?,0,0,0.348027,4.125954,6.866667,0,0,0.53446,5,?,0,0,0.04049,5,0,0,0.1,200,0.99481,0.07,0.922222,0,10,241,2000,0,0,0,241,0,0,0,0,100,1.627975,0,0,0.266663,0,0,1.788577,0,0,0.3522,0,0,1.961441,0,0,0.416425,0,0,0.886532,0.293,0.674444,0.886532,0.293,0.674444,0.886532,0.293,0.674444,0.799561,0.409,0.545556,0.799561,0.409,0.545556,0.799561,0.409,0.545556,0.530371,?,0.49149,0.976526,0.0475,0.947222,93.457627,93.152542,0,0,0,0,0,0,97.423729,0,95.423729,0,95.762712,0,52.169492,84.440678,0,22.237288,82.237288,10,19.288136,76.610169,95.423729,0,95.457627,64.20339,72.271186
0.599305,256,64,16,0.967407,0.130787,0.712433,0.967407,0.130787,0.712433,0.967407,0.130787,0.712433,1.205741,0.721622,0.299769,0,0.700231,0.004051,10.538249,0.967407,0.130787,0.712433,0.967407,0.130787,0.712433,0.967407,0.130787,0.712433,70.023148,1210,2,4,?,0,0,0.262184,4,0,0,1.792481,3.571429,?,0,0,0.114416,14.666395,3.5,0,0,1.584963,3,?,0,0,0.004486,3,0,0,0.037616,65,0.970962,0.152199,0.646767,0,4,7,1728,0,0,0,7,0,0,0,0,100,1.584963,0,0,0.023628,0,0,1.792481,0,0,0.085076,0,0,2,0,0,0.230293,0,0,0.96397,0.150463,0.673979,0.96397,0.150463,0.673979,0.96397,0.150463,0.673979,0.884201,0.17419,0.606667,0.884201,0.17419,0.606667,0.884201,0.17419,0.606667,0.534522,?,0.547723,0.98591,0.10706,0.750314,85.614035,85.45809,0,0,0,93.216374,98.596491,0,92.787524,0,92.94347,0,91.578947,87.602339,89.278752,86.471735,0,70.565302,94.814815,70.565302,70.565302,90.916179,96.491228,0,93.684211,83.391813,87.953216
0.995498,15808862273296,7928215784,3976036,0.861404,0.314,0.651111,0.861404,0.314,0.651111,0.861404,0.314,0.651111,3.321928,0.68062,0.806,0.104444,0.1,0.024,?,0.860923,0.3195,0.645,0.860923,0.3195,0.645,0.860923,0.3195,0.645,10,200,?,10,1994,446.006637,13207.129353,?,-1,21.16622,7947.066342,-1,10,1993.659574,12.474998,130.418589,?,?,-1,0.905731,37.969777,?,10,1987,-1.816523,-23.499115,?,-1,-21.16622,0,0.1,200,0.959027,0.2705,0.699444,0,10,48,2000,0,0,47,1,0,0,0,97.916667,2.083333,?,-0.134319,0.772383,?,-0.08714,2.149896,?,0.708965,23.603854,?,0.448756,9.998262,?,7.973429,69.869565,?,1.792521,20.0338,0.895877,0.3295,0.633889,0.895877,0.3295,0.633889,0.895877,0.3295,0.633889,0.779722,0.3965,0.559444,0.779722,0.3965,0.559444,0.779722,0.3965,0.559444,0,1.147333,-1,0.885452,0.2065,0.770556,71.220339,72.610169,71.050847,0,0,78.949153,79.79661,0,82.949153,0,81.457627,0,78.576271,74.271186,50.881356,68.271186,0,27.322034,70.169492,10,19.423729,69.152542,81.457627,0,76.711864,61.389831,67.423729
0.996603,8160,2040,510,0.659999,0.489477,0.230276,0.659999,0.489477,0.230276,0.659999,0.489477,0.230276,1.539035,0.555295,0.57298,0,0.42702,0.006789,53.274885,0.652016,0.504413,0.218164,0.652016,0.504413,0.218164,0.652016,0.504413,0.218164,42.701969,629,1.866755,4,34,446.006637,13207.129353,0.070906,4,21.16622,7947.066342,1.220812,3.125,24.5,12.449228,130.180706,0.028889,41.259372,3.142857,0.905247,37.900693,0.380672,2,15,-1.816523,-23.499115,0.002582,2,-21.16622,0,0.226069,333,0.679801,0.506449,0.233605,3,3,10,1473,0,0,2,8,30,0,0,20,80,0.608224,-0.135194,0.777325,0.009821,-0.085538,2.159282,1.447989,0.708965,23.603854,0.030474,0.448756,9.818469,1.757839,7.973429,69.869565,0.040139,1.791953,19.686139,0.671988,0.488119,0.245007,0.671988,0.488119,0.245007,0.671988,0.488119,0.245007,0.601289,0.520706,0.193424,0.601289,0.520706,0.193424,0.601289,0.520706,0.193424,0.991031,13.435029,1.069045,0.581065,0.551256,0.148909,51.029748,51.578947,0,0,0,52.402746,50.297483,0,49.748284,0,52.631579,0,44.118993,49.565217,52.036613,50.297483,0,45.308924,50.938215,42.791762,42.791762,52.265446,54.187643,0,51.304348,47.643021,51.350114
0.726333,9720,1080,120,0.991052,0.013048,0.973846,0.991052,0.013048,0.973846,0.991052,0.013048,0.973846,0.999068,0.889494,0.113245,0.774576,0.517971,0.002831,5.039314,1,0,1,1,0,1,1,0,1,51.797144,4208,3.030433,12,?,0,0,0.906075,12,0,0,1.409255,5.130435,?,0,0,0.198255,6.108306,5.681818,0,0,-0,1,?,0,0,0,2,0,0,0.482029,3916,0.997623,0.048991,0.901597,5,2,23,8124,2480,2480,0,23,21.73913,30.526834,1.327254,0,100,0.828662,0,0,0.034185,0,0,1.467128,0,0,0.174607,0,0,2.053355,0,0,0.275102,0,0,0.999999,0.000369,0.999261,0.999999,0.000369,0.999261,0.999999,0.000369,0.999261,0.999525,0.000492,0.999014,0.999525,0.000492,0.999014,0.999525,0.000492,0.999014,3.180971,?,3.029794,1,0,1,95.809367,95.439606,0,0,0,100,100,100,100,0,99.991783,99.901397,100,100,100,100,0,98.471652,100,51.807724,88.677075,100,99.991783,0,100,99.975349,100
0.544959,96303816,1783404,28308,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.950338,0.803436,0.184783,0.612871,0.630435,0.076087,11.125107,0.83738,0.160326,0.65223,0.83738,0.160326,0.65223,0.83738,0.160326,0.65223,63.043478,232,4.752597,337,84,4.352507,508.902572,0.559336,63,1.792805,124.192494,1.470338,22.333333,48.571429,0.741915,81.178966,0.085423,16.212483,6.842105,0.778468,36.571648,0.027077,2,24,-0.992937,0.078554,0.001812,2,-0.449549,0.066552,0.369565,136,0.867203,0.195652,0.58517,5,2,28,368,361,1927,7,21,17.857143,98.097826,18.701475,25,75,0.980738,-0.474944,7.260967,0.015912,0.359886,3.320189,1.331353,0.516721,48.992247,0.049647,0.764957,27.662249,1.68613,1.86241,116.20764,0.088969,1.263635,64.824273,0.871118,0.17663,0.598334,0.871118,0.17663,0.598334,0.871118,0.17663,0.598334,0.801048,0.258152,0.456738,0.801048,0.258152,0.456738,0.801048,0.258152,0.456738,73.266181,18.644545,13.683986,0.79304,0.19837,0.574937,80.560748,77.757009,0,0,0,85.046729,83.925234,81.495327,81.869159,0,84.859813,64.859813,80,70.280374,77.009346,84.11215,0,42.429907,83.925234,63.551402,79.439252,82.616822,85.981308,0,87.850467,74.579439,64.299065
0.23937,400,100,25,0.990498,0.04429,0.934979,0.990498,0.04429,0.934979,0.990498,0.04429,0.934979,1.716496,0.828395,0.3375,0.495851,0.333333,0.000694,10.630221,0.990498,0.04429,0.934979,0.990498,0.04429,0.934979,0.990498,0.04429,0.934979,33.333333,4320,2.321928,5,?,0,0,0.958775,5,0,0,1.707722,3.555556,?,0,0,0.161473,9.575886,3.375,0,0,1,2,?,0,0,0.004333,2,0,0,0.000154,2,0.981501,0.097531,0.855537,1,5,9,12960,0,0,0,9,11.111111,0,0,0,100,1.584963,0,0,0.007151,0,0,1.584963,0,0,0.020917,0,0,2,0,0,0.165571,0,0,0.988864,0.057253,0.916067,0.988864,0.057253,0.916067,0.988864,0.057253,0.916067,0.959531,0.074614,0.890843,0.959531,0.074614,0.890843,0.959531,0.074614,0.890843,1.013794,?,0.916125,0.996244,0.037269,0.945144,90.517641,90.50734,0,0,0,92.480041,99.412825,0,93.026011,0,92.433685,0,97.543137,96.384239,94.164306,96.4718,0,70.867886,98.562967,33.350502,66.263199,96.167911,98.413598,0,98.315735,92.804533,95.225341
0.544959,10777536,244944,4536,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.950338,0.803436,0.184783,0.612871,0.630435,0.0625,13.887658,0.84375,0.144022,0.680723,0.84375,0.144022,0.680723,0.84375,0.144022,0.680723,63.043478,232,2.285631,6,84,4.352507,508.902572,0.287757,6,1.792805,124.192494,1.446402,3.5625,48.571429,0.752101,75.433051,0.06843,20.13684,3.666667,0.769553,33.833471,0.388239,2,24,-0.992937,0.078554,0.001856,2,-0.449549,0.066552,0.369565,136,0.843338,0.220109,0.538176,3,2,23,368,361,1927,7,16,13.043478,98.097826,22.767013,30.434783,69.565217,1.07488,-0.48553,6.984551,0.028201,0.347086,2.238557,1.324134,0.672127,40.214143,0.048712,0.789063,22.874325,1.83146,1.864938,112.417152,0.089495,1.273692,61.186308,0.841373,0.168478,0.637335,0.841373,0.168478,0.637335,0.841373,0.168478,0.637335,0.812969,0.247283,0.474912,0.812969,0.247283,0.474912,0.812969,0.247283,0.474912,1.152895,18.644545,1.112697,0.778287,0.206522,0.549949,78.317757,75.88785,0,0,0,77.757009,79.439252,78.691589,81.308411,0,81.121495,61.308411,78.317757,72.523364,82.616822,81.869159,0,79.439252,83.551402,63.551402,79.439252,83.925234,81.869159,0,84.299065,76.635514,82.616822
0.092543,83521,4913,289,0.943779,0.115836,0.871288,0.943779,0.115836,0.871288,0.943779,0.115836,0.871288,3.321833,0.685479,0.801779,0.108955,0.101779,0.011566,?,0.942167,0.120285,0.866346,0.942167,0.120285,0.866346,0.942167,0.120285,0.866346,10.177936,572,?,10,17,2804.500712,508.902572,?,-1,52.976418,124.192494,-1,10,14.28125,83.879727,39.325885,?,?,-1,3.078368,18.398115,?,10,1,-1.646364,0,?,-1,-1.302529,0,0.098577,554,0.984088,0.090569,0.899368,0,10,65,5620,0,0,64,1,0,0,0,98.461538,1.538462,?,-0.852805,2.090302,?,0.023792,1.928264,?,0.438219,8.257295,?,0.730677,5.661582,?,2.240117,39.224142,?,1.47455,20.310738,0.956425,0.143238,0.840839,0.956425,0.143238,0.840839,0.956425,0.143238,0.840839,0.910335,0.161388,0.82068,0.910335,0.161388,0.82068,0.910335,0.161388,0.82068,0,5.128411,-1,0.990616,0.016904,0.981217,91.794258,90.801435,90.657895,0,0,93.241627,98.038278,0,98.19378,0,96.901914,0,98.433014,97.57177,59.892344,89.772727,0,26.375598,91.961722,10.167464,19.772727,89.629187,97.165072,0,97.858852,86.638756,88.074163
0.978229,3061428000,18008400,83760,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.991231,0.859038,0.144928,0.711618,0.555072,0.023188,10.987755,0.892857,0.16087,0.673994,0.892857,0.16087,0.673994,0.892857,0.16087,0.673994,55.507246,383,3.49644,14,349,2804.500712,1017.385507,0.425709,14,52.976418,5210.102598,1.253764,4.2,188.166667,82.304401,47.008292,0.090212,12.897923,4.555556,3.139405,58.845949,0.50104,2,23,-1.646364,0,0.000603,2,-1.302529,0,0.444928,307,0.894012,0.215942,0.549265,5,2,16,690,37,67,6,10,31.25,5.362319,0.606884,37.5,62.5,0.816201,-0.822604,2.137722,0.005379,0.03658,2.003901,0.984795,0.579264,8.257295,0.029603,0.796341,5.661582,1.39388,2.565868,40.214143,0.132723,1.512992,22.874325,0.885777,0.144928,0.710515,0.885777,0.144928,0.710515,0.885777,0.144928,0.710515,0.767221,0.249275,0.49105,0.767221,0.249275,0.49105,0.767221,0.249275,0.49105,4.049691,109.579956,4.186619,0.818419,0.178261,0.638282,86.960784,76.568627,0,0,0,84.215686,81.666667,84.705882,84.901961,0,84.411765,63.137255,79.509804,78.72549,84.117647,85.196078,0,85.686275,83.137255,55.392157,85.686275,85.490196,84.607843,0,85.196078,76.078431,85.196078
0.873355,3871145871990,3621277710,2595898,0.911054,0.031244,0.833464,0.911054,0.031244,0.833464,0.911054,0.031244,0.833464,0.635463,0.747085,0.068701,0.579507,0.89768,0.00201,?,0.91838,0.032523,0.826149,0.91838,0.032523,0.826149,0.91838,0.032523,0.826149,89.767952,4913,?,5,1718,4811.60739,1198.405628,?,-1,67.400767,5210.102598,-1,5,909.2,122.716329,61.640866,?,?,-1,3.959736,114.263514,?,5,104,-1.646364,0,?,-1,-1.302529,0,0.005116,28,0.94893,0.086607,0.592812,0,5,11,5473,0,0,10,1,0,0,0,90.909091,9.090909,?,-0.753964,2.180564,?,0.107292,2.003901,?,0.799161,9.033808,?,0.92122,5.815564,?,3.485847,48.992247,?,1.746856,28.089867,0.921347,0.033985,0.811944,0.921347,0.033985,0.811944,0.921347,0.033985,0.811944,0.892704,0.038918,0.787149,0.892704,0.038918,0.787149,0.892704,0.038918,0.787149,0,508.74438,-1,0.87077,0.044217,0.758466,93.488372,89.498164,91.578947,0,0,96.523868,96.119951,0,92.741738,0,96.548348,0,96.009792,96.915545,96.095471,97.246022,0,94.051408,96.952264,90.085679,93.402693,97.013464,96.903305,0,97.4541,96.132191,96.805386
